a rep network bll blc ans model.rnd network.rnd assign.rnd network.size metacog communicating ncond cond time.fac avg.degree node.id node.degree node.betweenness score items.taken msgs.sent msgs.rcvd msgs.answers msgs.truthful talkative avg.pathlen clust.global clust.avg betweenness nbhd.infavail nbhd.entropy post.nbhd.infavail post.nbhd.entropy
1 24045 SmallWorld 0.41377547 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 40.57126 142 37 0.006443662 186000.0 3.0 21.0 461.0 1.0 0.0 0.0 1.8377188 0.16312718 0.16334778 1.9963084 NA NA NA NA
1 24045 SmallWorld 0.41377547 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 40.57126 147 31 0.0041115647 186375.0 1.0 11.0 426.0 1.0 0.0 0.0 1.8377188 0.16312718 0.16334778 1.9963084 NA NA NA NA
1 24045 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 186 2 0.05696702 8125.0 3.0 0.0 0.0 0.0 0.0 0.0 9.78731 0.0 0.0 18.574194 NA NA NA NA
1 24046 Tree 0.55845684 1.0 0.2 T T T 25 T T Tree PUSH 0.1 3.7812848 21 1 0.0 22500.0 11.0 58.0 92.0 0.0 0.0 0.055762084517858565 3.8290598 0.0 0.0 5.6581197 NA NA NA NA
1 24046 Tree 0.3021926 1.0 0.2 T T T 250 T T Tree PUSH 0.1 25.2762 156 1 0.0 24875.0 3.0 50.0 17.0 1.0 0.0 0.15149712065962573 3.6334658 0.0 0.0 5.2669315 NA NA NA NA
1 24047 SmallWorld 0.46792823 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 3.2693357 1 2 0.027586207 25375.0 1.0 14.0 40.0 0.0 0.0 0.0 2.62 0.054054055 0.030666666 3.954023 NA NA NA NA
1 24047 SmallWorld 0.17495175 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 6.1960583 1 6 0.08695652 24125.0 4.0 10.0 59.0 0.0 0.0 0.0 1.85 0.22767857 0.20961039 2.3832529 NA NA NA NA
1 24047 RandomGraph 0.21373692 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 3.5658772 2 3 0.05699482 20750.0 3.0 12.0 55.0 1.0 1.0 0.113490975645413 2.1774893 0.21428572 0.2577922 3.0673575 NA NA NA NA
1 24047 SmallWorld 0.51891994 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 41.4703 63 39 0.0072894082 307750.0 7.0 68.0 2645.0 1.0 0.0 0.05672333751313532 1.8345381 0.16878419 0.1686409 2.0242352 NA NA NA NA
1 24047 Tree 0.51891994 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 41.4703 31 1 0.0 253750.0 5.0 39.0 43.0 0.0 0.0 0.0 3.449024 0.0 0.0 4.898048 NA NA NA NA
1 24048 SmallWorld 0.10205059 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 36.819695 3 38 0.008498652 149125.0 4.0 5.0 161.0 0.0 0.0 0.0 1.8556144 0.14615051 0.146035 2.1482973 NA NA NA NA
1 24048 SmallWorld 0.10205059 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 36.819695 54 27 0.0046422225 140625.0 3.0 8.0 149.0 0.0 0.0 0.0 1.8556144 0.14615051 0.146035 2.1482973 NA NA NA NA
1 24048 Tree 0.10205059 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 36.819695 26 1 0.0 78250.0 0.0 1.0 11.0 0.0 0.0 0.0 3.5086083 0.0 0.0 5.0172167 NA NA NA NA
1 25000 RandomGraph 0.5397912 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 50.27233 222 44 0.005450734 341250.0 2.0 84.0 3173.0 0.0 0.0 0.75 1.7939277 0.20379312 0.2041998 1.9519767 NA NA NA NA
1 25000 SmallWorld 0.5397912 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 50.27233 55 49 0.00715066 295250.0 3.0 23.0 1414.0 2.0 1.0 0.0 1.7981366 0.20387758 0.20387925 1.9557171 NA NA NA NA
1 25000 Tree 0.5397912 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 50.27233 287 1 0.0 129500.0 4.0 20.0 36.0 0.0 0.0 0.0 3.3717513 0.0 0.0 4.7435026 NA NA NA NA
1 25001 Tree 0.46808636 1.0 0.2 T T T 25 T T Tree PUSH 0.1 3.2209601 18 1 0.0 16375.0 9.0 57.0 55.0 0.0 0.0 0.04381064451139109 4.6837606 0.0 0.0 7.3675213 NA NA NA NA
1 25001 RandomGraph 0.24006434 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 6.7500367 22 5 0.040880505 24000.0 2.0 11.0 49.0 0.0 0.0 0.0 1.9233333 0.18351063 0.21019047 2.5817611 NA NA NA NA
1 25001 SmallWorld 0.20616141 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 58.037018 117 50 0.0057760943 119000.0 2.0 16.0 986.0 1.0 0.0 0.22291075128070925 1.7669076 0.2344832 0.23433723 1.9558889 NA NA NA NA
1 25001 SmallWorld 0.20616141 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 58.037018 127 51 0.0059948685 141000.0 0.0 4.0 303.0 1.0 0.0 0.0 1.7669076 0.23282585 0.23256199 1.9558897 NA NA NA NA
1 25002 RandomGraph 0.5875422 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 6.374878 15 1 0.0 44375.0 19.0 100.0 9.0 0.0 0.0 0.0 1.97 0.2955032 0.30893406 2.6009538 NA NA NA NA
1 25002 SmallWorld 0.20746394 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 30.528606 121 29 0.008538239 91875.0 2.0 10.0 508.0 1.0 1.0 0.22390098264363908 1.8980883 0.123336926 0.12318891 2.6648467 NA NA NA NA
1 25002 Tree 0.20746394 1.0 0.2 T T T 250 T T Tree PUSH 0.1 30.528606 180 1 0.0 23625.0 1.0 19.0 20.0 0.0 0.0 0.1950909927854273 3.5560892 0.0 0.0 5.1121783 NA NA NA NA
1 25002 RandomGraph 0.20746394 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 30.528606 93 38 0.01513974 122000.0 1.0 6.0 196.0 0.0 0.0 0.0 1.895486 0.12606472 0.12637392 2.6230793 NA NA NA NA
1 25002 SmallWorld 0.20746394 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 30.528606 122 31 0.010057157 124375.0 2.0 4.0 193.0 0.0 0.0 0.0 1.8973173 0.12552106 0.12484857 2.6361246 NA NA NA NA
1 25002 RandomGraph 0.20746394 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 30.528606 214 37 0.014437855 132750.0 1.0 7.0 219.0 0.0 0.0 0.0 1.8987951 0.12337685 0.12389727 2.6756384 NA NA NA NA
1 25003 SmallWorld 0.6126003 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 5.4474063 10 4 0.038034864 75750.0 15.0 98.0 419.0 0.0 0.0 0.0351985925859726 1.9433334 0.19354838 0.19825397 2.6909666 NA NA NA NA
1 25003 SmallWorld 0.06221142 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 43.888824 139 43 0.00735052 65500.0 0.0 9.0 520.0 1.0 0.0 0.75 1.8241607 0.17462154 0.17452519 1.9796723 NA NA NA NA
1 25003 RandomGraph 0.06221142 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 43.888824 89 45 0.008115902 65250.0 0.0 16.0 511.0 1.0 0.0 0.75 1.8270843 0.17274283 0.1724445 1.9788606 NA NA NA NA
1 25003 RandomGraph 0.06221142 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 43.888824 110 46 0.008117609 117750.0 2.0 3.0 181.0 0.0 0.0 0.0 1.822265 0.17693126 0.1772579 1.9587483 NA NA NA NA
1 25003 RandomGraph 0.06221142 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 43.888824 152 47 0.008627364 118500.0 1.0 1.0 194.0 0.0 0.0 0.0 1.822265 0.17693126 0.1772579 1.9587483 NA NA NA NA
1 25004 Tree 0.79878247 1.0 0.2 T T T 25 T T Tree PUSH 0.1 6.1084433 17 1 0.0 24625.0 9.0 151.0 175.0 1.0 1.0 0.75 3.0923078 0.0 0.0 4.1846156 NA NA NA NA
1 25004 SmallWorld 0.3175398 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 46.097084 118 37 0.004805343 179500.0 4.0 20.0 1066.0 1.0 1.0 0.17307170730268248 1.815004 0.18519092 0.18551147 1.9635296 NA NA NA NA
1 25004 Tree 0.3175398 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 46.097084 38 1 0.0 84750.0 1.0 8.0 4.0 0.0 0.0 0.0 3.3702338 0.0 0.0 4.7404675 NA NA NA NA
1 25005 Tree 0.1538558 1.0 0.2 T T T 25 T T Tree PUSH 0.1 5.438928 22 1 0.0 7875.0 2.0 19.0 37.0 0.0 0.0 0.23763329216762177 3.3390315 0.0 0.0 4.678063 NA NA NA NA
1 25005 SmallWorld 0.38526946 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 6.0217314 21 6 0.07177814 39500.0 7.0 17.0 63.0 1.0 0.0 0.0 1.88 0.2244898 0.21380952 2.3882544 NA NA NA NA
1 25005 Tree 0.36882165 1.0 0.2 T T T 250 T T Tree PUSH 0.1 30.340185 156 1 0.0 40500.0 7.0 60.0 16.0 0.0 0.0 0.054970282976091314 3.5612109 0.0 0.0 5.1224217 NA NA NA NA
1 25005 RandomGraph 0.36882165 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 30.340185 70 33 0.011679208 154750.0 1.0 6.0 389.0 1.0 0.0 0.0 1.898988 0.1221317 0.12239817 2.6695385 NA NA NA NA
1 25006 Tree 0.52308714 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.6435962 17 1 0.0 29750.0 15.0 38.0 59.0 1.0 1.0 0.0 4.0740743 0.0 0.0 6.148148 NA NA NA NA
1 25006 Tree 0.43691245 1.0 0.2 T T T 250 T T Tree PUSH 0.1 23.928371 112 1 0.0 40500.0 3.0 87.0 32.0 1.0 0.0 0.05804209914588429 3.6319284 0.0 0.0 5.263857 NA NA NA NA
1 25006 SmallWorld 0.43691245 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 23.928371 136 15 0.0050312346 187125.0 1.0 16.0 251.0 1.0 0.0 0.0 1.9913253 0.09504393 0.09543331 3.2572298 NA NA NA NA
1 25007 Tree 0.82800096 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 4.0250754 6 4 0.3968254 60875.0 4.0 53.0 436.0 0.0 0.0 0.0 3.8730159 0.0 0.0 5.7460318 NA NA NA NA
1 25007 SmallWorld 0.28716144 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 3.1807938 11 5 0.28125 36875.0 16.0 21.0 137.0 0.0 0.0 0.03026162815054341 2.6566668 0.06 0.041333333 3.9285715 NA NA NA NA
1 25007 RandomGraph 0.6700242 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 61.04958 182 51 0.005244905 272000.0 2.0 94.0 5127.0 0.0 0.0 0.75 1.7528996 0.24678081 0.24704209 1.9574937 NA NA NA NA
1 25007 RandomGraph 0.6700242 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 61.04958 21 60 0.0074258302 396250.0 8.0 77.0 2855.0 0.0 0.0 0.0 1.750747 0.24801117 0.24798802 1.957826 NA NA NA NA
1 25007 SmallWorld 0.6700242 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 61.04958 0 69 0.009871729 382750.0 3.0 26.0 2892.0 1.0 0.0 0.0 1.7547952 0.24645336 0.24618828 1.9573622 NA NA NA NA
1 25008 Tree 0.43857548 1.0 0.2 T T T 250 T T Tree PUSH 0.1 28.208698 270 1 0.0 39875.0 3.0 23.0 68.0 0.0 0.0 0.13252446578437443 3.6 0.0 0.0 5.2 NA NA NA NA
1 25009 RandomGraph 0.29704687 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 21.158806 103 22 0.015167083 137375.0 2.0 47.0 634.0 0.0 0.0 0.2842742976173997 2.064 0.08493204 0.08456075 3.438671 NA NA NA NA
1 25009 Tree 0.29704687 1.0 0.2 T T T 250 T T Tree PUSH 0.1 21.158806 192 1 0.0 17375.0 1.0 61.0 23.0 1.0 0.0 0.3803267579138704 3.6828766 0.0 0.0 5.365753 NA NA NA NA
1 25009 SmallWorld 0.29704687 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 21.158806 143 23 0.015511319 137000.0 6.0 12.0 175.0 0.0 0.0 0.0 2.0623615 0.08152262 0.080984086 3.4451065 NA NA NA NA
1 25009 RandomGraph 0.29704687 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 21.158806 239 25 0.017445471 144125.0 3.0 17.0 235.0 0.0 0.0 0.0 2.0630684 0.08619047 0.08748875 3.4511619 NA NA NA NA
1 25010 SmallWorld 0.17160177 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 6.6504617 17 5 0.033755273 23500.0 2.0 5.0 35.0 0.0 0.0 0.0 1.8333334 0.2752809 0.2543077 2.4388185 NA NA NA NA
1 25010 SmallWorld 0.44707397 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 3.248871 4 2 0.15257733 25000.0 8.0 28.0 74.0 0.0 0.0 0.0 2.8566666 0.083333336 0.06 4.3793817 NA NA NA NA
1 25010 RandomGraph 0.34679776 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 41.401047 139 41 0.0077187736 214750.0 3.0 34.0 1327.0 2.0 2.0 0.2175732418882419 1.833735 0.16581173 0.16605529 1.9914649 NA NA NA NA
1 25011 SmallWorld 0.543987 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 4.010338 21 4 0.08 29875.0 6.0 29.0 56.0 0.0 0.0 0.0 2.33 0.12068965 0.13504761 3.3818183 NA NA NA NA
1 25011 SmallWorld 0.543987 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 4.010338 3 2 0.0 37250.0 10.0 56.0 75.0 0.0 0.0 0.0 2.3466666 0.15 0.15409523 3.3705773 NA NA NA NA
1 25011 RandomGraph 0.73571086 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 4.160873 11 3 0.023489933 79625.0 6.0 72.0 340.0 1.0 0.0 0.0 2.1066666 0.23154363 0.21495238 2.9731543 NA NA NA NA
1 25011 RandomGraph 0.46514064 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 63.046185 224 69 0.009464312 194750.0 0.0 7.0 1133.0 1.0 0.0 0.0 1.7480804 0.25134292 0.25126085 1.9580973 NA NA NA NA
1 25012 RandomGraph 0.71421427 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 4.047044 23 7 0.22586522 76875.0 5.0 81.0 878.0 0.0 0.0 0.75 2.0666666 0.16791044 0.20085715 2.7795992 NA NA NA NA
1 25012 Tree 0.71421427 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 4.047044 8 4 0.3968254 45750.0 5.0 27.0 362.0 1.0 0.0 0.0 3.8730159 0.0 0.0 5.7460318 NA NA NA NA
1 25012 RandomGraph 0.71421427 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 4.047044 21 2 0.014336918 32375.0 1.0 14.0 91.0 0.0 0.0 0.0 2.32 0.17224881 0.13766234 3.4480286 NA NA NA NA
1 25012 Tree 0.71421427 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 4.047044 22 1 0.0 28125.0 14.0 73.0 28.0 0.0 0.0 0.0 3.8730159 0.0 0.0 5.7460318 NA NA NA NA
1 25012 SmallWorld 0.55237436 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 6.898272 23 10 0.18311875 61750.0 1.0 6.0 288.0 0.0 0.0 0.0 1.7833333 0.3027027 0.3291746 2.3948498 NA NA NA NA
1 25012 RandomGraph 0.37617934 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 64.24231 143 76 0.010627602 128750.0 2.0 9.0 639.0 1.0 0.0 0.0 1.7398554 0.26144588 0.2617439 1.9588859 NA NA NA NA
1 25012 Tree 0.37617934 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 64.24231 197 1 0.0 62000.0 1.0 24.0 8.0 0.0 0.0 0.0 3.1067193 0.0 0.0 4.2134385 NA NA NA NA
1 25013 Tree 0.53296125 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.4217992 1 3 1.2364672 56125.0 18.0 69.0 123.0 1.0 0.0 0.0 4.3418803 0.0 0.0 6.6837606 NA NA NA NA
1 25014 Tree 0.81990683 1.0 0.2 T T T 25 T T Tree PUSH 0.1 3.3851423 4 4 0.42461538 27625.0 10.0 164.0 634.0 0.0 0.0 0.75 4.169231 0.0 0.0 6.3384614 NA NA NA NA
1 25014 Tree 0.81990683 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 3.3851423 15 1 0.0 34375.0 17.0 140.0 115.0 0.0 0.0 0.0 4.267806 0.0 0.0 6.5356126 NA NA NA NA
1 25014 RandomGraph 0.81990683 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 3.3851423 11 5 0.27091634 75750.0 16.0 135.0 427.0 0.0 0.0 0.0 2.5533333 0.2 0.19285715 3.8964143 NA NA NA NA
1 25014 SmallWorld 0.120082766 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 65.73397 110 68 0.008109004 116000.0 1.0 3.0 271.0 0.0 0.0 0.0 1.736 0.2660713 0.2658388 1.9593462 NA NA NA NA
1 25014 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 131 2 0.029096723 18375.0 5.0 0.0 0.0 0.0 0.0 0.0 10.530056 0.0 0.0 19.871943 NA NA NA NA
1 25015 SmallWorld 0.2552699 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 5.90571 19 9 0.21621622 23125.0 3.0 6.0 61.0 0.0 0.0 0.0 1.93 0.16458853 0.1835238 2.7810812 NA NA NA NA
1 25016 SmallWorld 0.06612444 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 67.71698 24 83 0.011610901 75750.0 0.0 6.0 1043.0 1.0 1.0 0.75 1.7280321 0.27218542 0.2722304 1.9601272 NA NA NA NA
1 25016 SmallWorld 0.06612444 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 67.71698 88 69 0.007936863 75250.0 1.0 13.0 938.0 2.0 2.0 0.22800201088537253 1.7280321 0.27218542 0.2722304 1.9601272 NA NA NA NA
1 25016 RandomGraph 0.06612444 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 67.71698 153 67 0.0072571873 117000.0 1.0 4.0 275.0 0.0 0.0 0.0 1.721992 0.27659416 0.27660033 1.9607031 NA NA NA NA
1 25016 RandomGraph 0.06612444 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 67.71698 198 64 0.006730383 112750.0 1.0 2.0 248.0 0.0 0.0 0.0 1.721992 0.27659416 0.27660033 1.9607031 NA NA NA NA
1 25017 SmallWorld 0.35642788 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 2.4431171 1 3 0.24533333 16875.0 1.0 6.0 45.0 0.0 0.0 0.0 3.74 0.06 0.06666667 6.010667 NA NA NA NA
1 25017 Tree 0.5156807 1.0 0.2 T T T 250 T T Tree PUSH 0.1 51.65117 193 1 0.0 85750.0 6.0 89.0 65.0 0.0 0.0 0.0455700506968954 3.2609375 0.0 0.0 4.521875 NA NA NA NA
1 25018 RandomGraph 0.77710193 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 3.1140954 19 3 0.13136289 54625.0 7.0 52.0 363.0 1.0 0.0 0.0 3.1933334 0.09375 0.11746032 6.075534 NA NA NA NA
1 25018 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 9 2 0.15135135 23125.0 9.0 0.0 0.0 0.0 0.0 0.0 4.2433333 0.0 0.0 7.135135 NA NA NA NA
1 25018 SmallWorld 0.33989623 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 5.0934234 1 6 0.09780776 23375.0 4.0 7.0 63.0 0.0 0.0 0.0 2.0466666 0.20905924 0.19009523 2.8026981 NA NA NA NA
1 25018 RandomGraph 0.34251347 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 66.86086 84 62 0.0067650885 152000.0 4.0 18.0 565.0 2.0 0.0 0.0 1.7309558 0.26907688 0.26922715 1.959822 NA NA NA NA
1 25019 SmallWorld 0.23243304 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 3.5658302 10 3 0.050583657 17875.0 5.0 27.0 88.0 0.0 0.0 0.09749701859576848 2.4733334 0.044444446 0.053333335 3.6420233 NA NA NA NA
1 25020 RandomGraph 0.054804135 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 21.303177 211 20 0.011081256 65000.0 0.0 7.0 267.0 1.0 1.0 0.75 2.0556467 0.08455753 0.08435305 3.4365623 NA NA NA NA
1 25020 SmallWorld 0.054804135 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 21.303177 243 22 0.014652194 121625.0 1.0 1.0 123.0 0.0 0.0 0.0 2.0589879 0.08658943 0.08686782 3.4440432 NA NA NA NA
1 25020 Tree 0.054804135 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 21.303177 6 21 0.29199198 86000.0 0.0 2.0 948.0 1.0 0.0 0.0 3.6839752 0.0 0.0 5.3679504 NA NA NA NA
1 25021 RandomGraph 0.2903185 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 3.7283206 21 2 0.023419203 12750.0 1.0 4.0 19.0 1.0 1.0 0.0 2.6866667 0.1388889 0.21159421 3.9484777 NA NA NA NA
1 25021 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 75 3 0.13068151 8625.0 1.0 0.0 0.0 0.0 0.0 0.0 11.005879 0.0 0.0 21.029583 NA NA NA NA
1 25021 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 92 2 0.01644685 11250.0 3.0 0.0 0.0 0.0 0.0 0.0 11.005879 0.0 0.0 21.029583 NA NA NA NA
1 25022 RandomGraph 0.5891491 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 6.303623 4 5 0.101472996 60625.0 6.0 17.0 227.0 0.0 0.0 0.0 2.0 0.19491525 0.18786977 2.6579378 NA NA NA NA
1 25022 SmallWorld 0.23507862 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 5.923685 22 8 0.20056497 19750.0 1.0 14.0 137.0 0.0 0.0 0.33312702237296404 1.9166666 0.22906403 0.21726984 2.6920905 NA NA NA NA
1 25022 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 128 3 0.22925995 10125.0 0.0 0.0 0.0 0.0 0.0 0.0 10.071583 0.0 0.0 19.026894 NA NA NA NA
1 25023 Tree 0.24477825 1.0 0.2 T T T 25 T T Tree PUSH 0.1 2.809186 7 2 0.14245014 9125.0 6.0 41.0 56.0 0.0 0.0 0.12373570472314711 4.740741 0.0 0.0 7.4814816 NA NA NA NA
1 25023 RandomGraph 0.49925616 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 20.362324 113 31 0.03047133 265375.0 10.0 48.0 2023.0 1.0 1.0 0.09554968595154495 2.093012 0.0857603 0.08634188 3.4879537 NA NA NA NA
1 25023 SmallWorld 0.49925616 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 20.362324 247 19 0.010515509 245500.0 3.0 23.0 354.0 0.0 0.0 0.0 2.0861688 0.079484925 0.07932451 3.4789789 NA NA NA NA
1 25024 RandomGraph 0.77433634 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 5.0976205 4 5 0.20576131 73625.0 21.0 114.0 153.0 0.0 0.0 0.0 2.23 0.06741573 0.06038095 3.069959 NA NA NA NA
1 25024 RandomGraph 0.30494845 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 37.836002 96 32 0.0061651394 165625.0 4.0 36.0 859.0 0.0 0.0 0.14330856463189495 1.8517591 0.14955135 0.1494923 2.0968552 NA NA NA NA
1 25024 Tree 0.30494845 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 37.836002 203 1 0.0 39625.0 4.0 27.0 11.0 0.0 0.0 0.0 3.4531415 0.0 0.0 4.906283 NA NA NA NA
1 25024 SmallWorld 0.30494845 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 37.836002 79 39 0.009314743 139000.0 0.0 4.0 316.0 1.0 0.0 0.0 1.8512129 0.15290898 0.15324998 2.1283312 NA NA NA NA
1 25024 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 219 2 0.04003107 4000.0 0.0 0.0 0.0 0.0 0.0 0.0 10.476048 0.0 0.0 19.968151 NA NA NA NA
1 25025 RandomGraph 0.7034137 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 5.454053 9 8 0.18292683 82875.0 10.0 145.0 978.0 0.0 0.0 0.030689487512711534 2.1933334 0.18430035 0.15046297 3.1432927 NA NA NA NA
1 25025 Tree 0.6575048 1.0 0.2 T T T 25 T T Tree PUSH 0.1 4.615093 9 1 0.0 27125.0 12.0 123.0 100.0 0.0 0.0 0.01072247470515952 3.507389 0.0 0.0 5.014778 NA NA NA NA
1 25026 SmallWorld 0.19832277 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 4.4479127 23 5 0.13928571 22250.0 2.0 9.0 81.0 0.0 0.0 0.2553632231771685 2.2366667 0.19178082 0.18323809 3.25 NA NA NA NA
1 25026 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 15 3 0.3902439 13875.0 2.0 0.0 0.0 0.0 0.0 0.0 4.0233335 0.0 0.0 6.9414635 NA NA NA NA
1 25026 Tree 0.11124239 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 6.6500425 11 1 0.0 7875.0 1.0 8.0 7.0 0.0 0.0 0.0 3.079365 0.0 0.0 4.15873 NA NA NA NA
1 25026 Tree 0.21270856 1.0 0.2 T T T 250 T T Tree PUSH 0.1 62.006927 27 1 0.0 87250.0 3.0 34.0 37.0 0.0 0.0 0.2459686611271629 3.2640524 0.0 0.0 4.528105 NA NA NA NA
1 25026 Tree 0.21270856 1.0 0.2 T T T 250 T T Tree PUSH 0.1 62.006927 75 1 0.0 44500.0 1.0 23.0 16.0 0.0 0.0 0.324629622143158 3.2640524 0.0 0.0 4.528105 NA NA NA NA
1 25026 Tree 0.21270856 1.0 0.2 T T T 250 T T Tree PUSH 0.1 62.006927 94 1 0.0 43750.0 0.0 22.0 16.0 1.0 0.0 0.7499999999999999 3.2640524 0.0 0.0 4.528105 NA NA NA NA
1 25026 Tree 0.21270856 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 62.006927 190 1 0.0 45625.0 2.0 4.0 1.0 0.0 0.0 0.0 3.2640524 0.0 0.0 4.528105 NA NA NA NA
1 25026 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 199 2 0.08275713 15125.0 4.0 0.0 0.0 0.0 0.0 0.0 10.016257 0.0 0.0 18.914865 NA NA NA NA
1 25027 Tree 0.65880615 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 2.9272718 16 1 0.0 25625.0 18.0 84.0 56.0 0.0 0.0 0.0 4.187692 0.0 0.0 6.375385 NA NA NA NA
